Search_image,Target_image,Matched,Matching_percentage
V_7KN6.pdby90.jpg,V_7KN6.pdby90.tga,Matched,6.237006237006238
W_7KN7.pdb.jpg,W_7KN7.pdb.tga,Matched,10.648714810281518
W_7KN7.pdbx90.jpg,W_7KN7.pdbx90.tga,Matched,16.433566433566433
W_7KN7.pdby90.jpg,W_7KN7.pdby90.tga,Matched,10.380116959064328
c10h22.jpg,c10h22.jpg,Matched,3.5143769968051117
c2h2.jpg,c2h2.jpg,Matched,4.320987654320987
c2h4.jpg,c3h6.jpg,Not Matched,5.063291139240507
c2h6.jpg,c2h6.jpg,Matched,11.811023622047244
c3h4.jpg,c3h4.jpg,Matched,5.439330543933055
c3h6.jpg,c3h6.jpg,Matched,5.660377358490567
c3h8.jpg,c2h6.jpg,Not Matched,3.90625
c4h10.jpg,c4h10.jpg,Matched,3.4653465346534658
c4h6.jpg,c5h8.jpg,Not Matched,5.118110236220472
c4h8 - 2.jpg,c4h8 - 2.jpg,Matched,4.666666666666667
c4h8 - 3.jpg,c4h8 - 3.jpg,Matched,4.113924050632911
c4h8.jpg,c4h8.jpg,Matched,4.25531914893617
c5h12.jpg,c5h12.jpg,Matched,7.203389830508475
c5h8.jpg,c5h8.jpg,Matched,6.181818181818182
c6h10.jpg,c6h10.jpg,Matched,9.287925696594428
c6h14.jpg,c6h14.jpg,Matched,4.135338345864661
c7h12.jpg,c7h12.jpg,Matched,9.6045197740113
c7h16.jpg,c5h12.jpg,Not Matched,5.118110236220472
c8h18.jpg,c7h16.jpg,Not Matched,3.64963503649635
c9h20 - 2.jpg,c9h20 - 2.jpg,Matched,5.279503105590062
c9h20 - 3.jpg,c9h20 - 2.jpg,Not Matched,3.5398230088495577
c9h20.jpg,c9h20.jpg,Matched,4.391891891891892
mNb6_7KKL.pdb.jpg,mNb6_7KKL.pdb.tga,Matched,5.067064083457526
mNb6_7KKL.pdbx90.jpg,mNb6_7KKL.pdbx90.tga,Matched,9.693877551020408
mNb6_7KKL.pdby90.jpg,mNb6_7KKL.pdby90.tga,Matched,7.87139689578714
ori-1.jpg,ori-1.jpg,Matched,3.2314410480349345
ori-10.jpg,ori-10.jpg,Matched,4.3478260869565215
ori-2.jpg,ori-2.jpg,Matched,30.506607929515418
ori-3.jpg,ori-3.jpg,Matched,2.9092983456930974
